image_path,class_label,attributes,caption,split,instance_id
images/team3_sneakers_014.jpg,footwear_sneakers,color:unknown;material:leather;pattern:striped,"a used yellow sneakers of leather material with striped pattern, with laces",val,team3_sneakers_03_4
images/team3_sneakers_015.jpg,footwear_sneakers,color:unknown;material:leather;pattern:striped,"a used yellow sneakers of leather material with striped pattern, with laces",train,team3_sneakers_03_5
images/team3_sneakers_016.jpg,footwear_sneakers,color:black;material:fabric;pattern:unknown,"a used black sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_04_1
images/team3_sneakers_017.jpg,footwear_sneakers,color:black;material:fabric;pattern:unknown,"a used black sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_04_2
images/team3_sneakers_018.jpg,footwear_sneakers,color:black;material:fabric;pattern:unknown,"a used black sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_04_3
images/team3_sneakers_019.jpg,footwear_sneakers,color:black;material:fabric;pattern:unknown,"a used black sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_04_4
images/team3_sneakers_020.jpg,footwear_sneakers,color:black;material:fabric;pattern:unknown,"a used black sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_04_5
images/team3_sneakers_021.jpg,footwear_sneakers,color:green;material:fabric;pattern:unknown,"a used green sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_05_1
images/team3_sneakers_022.jpg,footwear_sneakers,color:green;material:fabric;pattern:unknown,"a used green sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_05_2
images/team3_sneakers_023.jpg,footwear_sneakers,color:green;material:fabric;pattern:unknown,"a used green sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_05_3
images/team3_sneakers_024.jpg,footwear_sneakers,color:green;material:fabric;pattern:unknown,"a used green sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_05_4
images/team3_sneakers_025.jpg,footwear_sneakers,color:green;material:fabric;pattern:unknown,"a used green sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_05_5
images/team3_sneakers_026.jpg,footwear_sneakers,color:black;material:fabric;pattern:unknown,"a new black sneakers of fabric material with plain pattern, with laces",val,team3_sneakers_06_1
images/team3_sneakers_027.jpg,footwear_sneakers,color:black;material:fabric;pattern:unknown,"a new black sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_06_2
images/team3_sneakers_028.jpg,footwear_sneakers,color:black;material:fabric;pattern:unknown,"a new black sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_06_3
images/team3_sneakers_029.jpg,footwear_sneakers,color:black;material:fabric;pattern:unknown,"a new black sneakers of fabric material with plain pattern, with laces",val,team3_sneakers_06_4
images/team3_sneakers_030.jpg,footwear_sneakers,color:black;material:fabric;pattern:unknown,"a new black sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_06_5
images/team3_sneakers_031.jpg,footwear_sneakers,color:blue;material:leather;pattern:unknown,"a new blue sneakers of leather material, with laces",val,team3_sneakers_07_1
images/team3_sneakers_032.jpg,footwear_sneakers,color:blue;material:leather;pattern:unknown,"a new blue sneakers of leather material, with laces",train,team3_sneakers_07_2
images/team3_sneakers_033.jpg,footwear_sneakers,color:blue;material:leather;pattern:unknown,"a new blue sneakers of leather material, with laces",train,team3_sneakers_07_3
images/team3_sneakers_034.jpg,footwear_sneakers,color:blue;material:leather;pattern:unknown,"a new blue sneakers of leather material, with laces",train,team3_sneakers_07_4
images/team3_sneakers_035.jpg,footwear_sneakers,color:blue;material:leather;pattern:unknown,"a new blue sneakers of leather material, with laces",val,team3_sneakers_07_5
images/team3_sneakers_036.jpg,footwear_sneakers,color:red;material:fabric;pattern:unknown,"a new red sneakers of fabric material, with laces",train,team3_sneakers_08_1
images/team3_sneakers_037.jpg,footwear_sneakers,color:red;material:fabric;pattern:unknown,"a new red sneakers of fabric material, with laces",train,team3_sneakers_08_2
images/team3_sneakers_038.jpg,footwear_sneakers,color:red;material:fabric;pattern:unknown,"a new red sneakers of fabric material, with laces",train,team3_sneakers_08_3
images/team3_sneakers_039.jpg,footwear_sneakers,color:red;material:fabric;pattern:unknown,"a new red sneakers of fabric material, with laces",train,team3_sneakers_08_4
images/team3_sneakers_040.jpg,footwear_sneakers,color:red;material:fabric;pattern:unknown,"a new red sneakers of fabric material, with laces",train,team3_sneakers_08_5
images/team3_sneakers_041.jpg,footwear_sneakers,color:brown;material:fabric;pattern:unknown,"a new brown sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_09_1
images/team3_sneakers_042.jpg,footwear_sneakers,color:brown;material:fabric;pattern:unknown,"a new brown sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_09_2
images/team3_sneakers_043.jpg,footwear_sneakers,color:brown;material:fabric;pattern:unknown,"a new brown sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_09_3
images/team3_sneakers_044.jpg,footwear_sneakers,color:brown;material:fabric;pattern:unknown,"a new brown sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_09_4
images/team3_sneakers_045.jpg,footwear_sneakers,color:brown;material:fabric;pattern:unknown,"a new brown sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_09_5
images/team3_sneakers_046.jpg,footwear_sneakers,color:grey;material:leather;pattern:unknown,"a new grey sneakers of leather material with plain pattern, with laces",val,team3_sneakers_10_1
images/team3_sneakers_047.jpg,footwear_sneakers,color:grey;material:leather;pattern:unknown,"a new grey sneakers of leather material with plain pattern, with laces",val,team3_sneakers_10_2
images/team3_sneakers_048.jpg,footwear_sneakers,color:grey;material:leather;pattern:unknown,"a new grey sneakers of leather material with plain pattern, with laces",val,team3_sneakers_10_3
images/team3_sneakers_049.jpg,footwear_sneakers,color:grey;material:leather;pattern:unknown,"a new grey sneakers of leather material with plain pattern, with laces",train,team3_sneakers_10_4
images/team3_sneakers_050.jpg,footwear_sneakers,color:grey;material:leather;pattern:unknown,"a new grey sneakers of leather material with plain pattern, with laces",train,team3_sneakers_10_5
images/team3_sneakers_051.jpg,footwear_sneakers,color:grey;material:fabric;pattern:unknown,"a new grey sneakers of fabric material with plain pattern, without laces",train,team3_sneakers_11_1
images/team3_sneakers_052.jpg,footwear_sneakers,color:grey;material:fabric;pattern:unknown,"a new grey sneakers of fabric material with plain pattern, without laces",train,team3_sneakers_11_2
images/team3_sneakers_053.jpg,footwear_sneakers,color:grey;material:fabric;pattern:unknown,"a new grey sneakers of fabric material with plain pattern, without laces",train,team3_sneakers_11_3
images/team3_sneakers_054.jpg,footwear_sneakers,color:grey;material:fabric;pattern:unknown,"a new grey sneakers of fabric material with plain pattern, without laces",val,team3_sneakers_11_4
images/team3_sneakers_055.jpg,footwear_sneakers,color:grey;material:fabric;pattern:unknown,"a new grey sneakers of fabric material with plain pattern, without laces",val,team3_sneakers_11_5
images/team3_sneakers_056.jpg,footwear_sneakers,color:unknown;material:fabric;pattern:unknown,"a used pink sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_12_1
images/team3_sneakers_057.jpg,footwear_sneakers,color:unknown;material:fabric;pattern:unknown,"a used pink sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_12_2
images/team3_sneakers_058.jpg,footwear_sneakers,color:unknown;material:fabric;pattern:unknown,"a used pink sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_12_3
images/team3_sneakers_059.jpg,footwear_sneakers,color:unknown;material:fabric;pattern:unknown,"a used pink sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_12_4
images/team3_sneakers_060.jpg,footwear_sneakers,color:unknown;material:fabric;pattern:unknown,"a used pink sneakers of fabric material with plain pattern, with laces",train,team3_sneakers_12_5
images/team3_water_bottle_001.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a used blue water_bottle of metal with cap,train,team3_water_bottle_01_1
images/team3_water_bottle_002.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a used green metal water_bottle with cap,train,team3_water_bottle_02_1
images/team3_water_bottle_003.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a used green metal water_bottle with cap,train,team3_water_bottle_02_2
images/team3_water_bottle_004.jpg,tableware_waterbottle,color:black;material:metal;pattern:unknown,a used black metal water_bottle,train,team3_water_bottle_03_1
images/team3_water_bottle_005.jpg,tableware_waterbottle,color:unknown;material:plastic;pattern:unknown,a used purple plastic water bottle with sipper,train,team3_water_bottle_04_1
images/team3_water_bottle_006.jpg,tableware_waterbottle,color:unknown;material:plastic;pattern:unknown,a used purple plastic water bottle with sipper,train,team3_water_bottle_05_1
images/team3_water_bottle_007.jpg,tableware_waterbottle,color:unknown;material:plastic;pattern:unknown,a used purple plastic water bottle with sipper,val,team3_water_bottle_05_2
images/team3_water_bottle_008.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a new blue metal water bottle with cap,val,team3_water_bottle_06_1
images/team3_water_bottle_009.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a new red metal water bottle with cap,train,team3_water_bottle_07_1
images/team3_water_bottle_010.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a new red metal water bottle with cap,train,team3_water_bottle_07_2
images/team3_water_bottle_011.jpg,tableware_waterbottle,color:blue;material:plastic;pattern:unknown,a new blue plastic water bottle,train,team3_water_bottle_08_1
images/team3_water_bottle_012.jpg,tableware_waterbottle,color:blue;material:plastic;pattern:unknown,a new blue plastic water bottle,val,team3_water_bottle_08_2
images/team3_water_bottle_013.jpg,tableware_waterbottle,color:white;material:plastic;pattern:unknown,a new white plastic water bottle,train,team3_water_bottle_09_1
images/team3_water_bottle_014.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a new red metal water bottle,train,team3_water_bottle_10_1
images/team3_water_bottle_015.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,a used grey metal water bottle with cap,val,team3_water_bottle_11_1
images/team3_water_bottle_016.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,a used grey plain metal water bottle with cap,train,team3_water_bottle_11_2
images/team3_water_bottle_017.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,a used grey plain metal water bottle with cap,train,team3_water_bottle_11_3
images/team3_water_bottle_018.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,a used grey plain metal water bottle with cap,train,team3_water_bottle_12_1
images/team3_water_bottle_019.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,a used grey plain metal water bottle with cap,train,team3_water_bottle_12_2
images/team3_water_bottle_020.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,a used grey plain metal water bottle with cap,train,team3_water_bottle_12_3
images/team3_water_bottle_021.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a used blue plain metal water bottle with cap,val,team3_water_bottle_13_1
images/team3_water_bottle_022.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a used blue plain metal water bottle with cap,train,team3_water_bottle_13_2
images/team3_water_bottle_023.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a used blue plain metal water bottle with cap,train,team3_water_bottle_13_3
images/team3_water_bottle_024.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a used blue plain metal water bottle with cap,val,team3_water_bottle_13_4
images/team3_water_bottle_025.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a used blue plain metal water bottle with cap,train,team3_water_bottle_13_5
images/team3_water_bottle_026.jpg,tableware_waterbottle,color:white;material:metal;pattern:unknown,a used white plain metal water bottle,train,team3_water_bottle_14_1
images/team3_water_bottle_027.jpg,tableware_waterbottle,color:white;material:metal;pattern:unknown,a used white plain metal water bottle,train,team3_water_bottle_14_2
images/team3_water_bottle_028.jpg,tableware_waterbottle,color:white;material:metal;pattern:unknown,a used white plain metal water bottle,train,team3_water_bottle_14_3
images/team3_water_bottle_029.jpg,tableware_waterbottle,color:white;material:metal;pattern:unknown,a used white plain metal water bottle,train,team3_water_bottle_14_4
images/team3_water_bottle_030.jpg,tableware_waterbottle,color:white;material:metal;pattern:unknown,a used white plain metal water bottle,train,team3_water_bottle_14_5
images/team3_water_bottle_031.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a new blue plain metal water bottle,val,team3_water_bottle_15_1
images/team3_water_bottle_032.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a new blue plain metal water bottle,train,team3_water_bottle_15_2
images/team3_water_bottle_033.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,a new grey plain metal water bottle,train,team3_water_bottle_16_1
images/team3_water_bottle_034.jpg,tableware_waterbottle,color:grey;material:metal;pattern:unknown,a new grey plain metal water bottle,val,team3_water_bottle_16_2
images/team3_water_bottle_035.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a new red plain metal water bottle,val,team3_water_bottle_17_1
images/team3_water_bottle_036.jpg,tableware_waterbottle,color:unknown;material:plastic;pattern:unknown,a yellow new plain plastic water bottle,train,team3_water_bottle_18_1
images/team3_water_bottle_037.jpg,tableware_waterbottle,color:unknown;material:plastic;pattern:unknown,a yellow new plain plastic water bottle,train,team3_water_bottle_18_2
images/team3_water_bottle_038.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,a purple new plain metal water bottle,val,team3_water_bottle_19_1
images/team3_water_bottle_039.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,a purple new plain metal water bottle,val,team3_water_bottle_19_2
images/team3_water_bottle_040.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a blue new plain metal water bottle,train,team3_water_bottle_20_1
images/team3_water_bottle_041.jpg,tableware_waterbottle,color:blue;material:metal;pattern:unknown,a blue new plain metal water bottle,train,team3_water_bottle_20_2
images/team3_water_bottle_042.jpg,tableware_waterbottle,color:white;material:plastic;pattern:unknown,a used white plain plastic water bottle,train,team3_water_bottle_21_1
images/team3_water_bottle_043.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a new green plain metal water bottle,train,team3_water_bottle_22_1
images/team3_water_bottle_044.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a new green plain metal water bottle,train,team3_water_bottle_23_1
images/team3_water_bottle_045.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a new green plain metal water bottle with sipper,train,team3_water_bottle_24_1
images/team3_water_bottle_046.jpg,tableware_waterbottle,color:black;material:plastic;pattern:unknown,a new black plain plastic water bottle,train,team3_water_bottle_25_1
images/team3_water_bottle_047.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,a new pink plain metal water bottle,train,team3_water_bottle_26_1
images/team3_water_bottle_048.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,a new purple plain metal water bottle,train,team3_water_bottle_27_1
images/team3_water_bottle_049.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,a new orange plain metal water bottle,train,team3_water_bottle_28_1
images/team3_water_bottle_050.jpg,tableware_waterbottle,color:unknown;material:metal;pattern:unknown,a new pink plain metal water bottle,val,team3_water_bottle_29_1
images/team3_water_bottle_051.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a used green plain metal water bottle,train,team3_water_bottle_30_1
images/team3_water_bottle_052.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a used green plain metal water bottle,val,team3_water_bottle_30_2
images/team3_water_bottle_053.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a used green plain metal water bottle,train,team3_water_bottle_30_3
images/team3_water_bottle_054.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a used green plain metal water bottle,train,team3_water_bottle_30_4
images/team3_water_bottle_055.jpg,tableware_waterbottle,color:green;material:metal;pattern:unknown,a used green plain metal water bottle,train,team3_water_bottle_30_5
images/team3_water_bottle_056.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a used red plain metal water bottle,train,team3_water_bottle_31_1
images/team3_water_bottle_057.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a used red plain metal water bottle,val,team3_water_bottle_31_2
images/team3_water_bottle_058.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a used red plain metal water bottle,train,team3_water_bottle_31_3
images/team3_water_bottle_059.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a used red plain metal water bottle,train,team3_water_bottle_31_4
images/team3_water_bottle_060.jpg,tableware_waterbottle,color:red;material:metal;pattern:unknown,a used red plain metal water bottle,train,team3_water_bottle_31_5
images/team3_cup_001.jpg,tableware_mug,color:grey;material:metal;pattern:unknown,a new grey plain metal cup with handle,train,team3_cup_01_1
images/team3_cup_002.jpg,tableware_mug,color:grey;material:metal;pattern:unknown,a new grey plain metal cup with handle,train,team3_cup_01_2
images/team3_cup_003.jpg,tableware_mug,color:grey;material:metal;pattern:unknown,a new grey plain metal cup with handle,train,team3_cup_02_1
images/team3_cup_004.jpg,tableware_mug,color:white;material:glass;pattern:unknown,a new plain white ceramic cup with handle,train,team3_cup_03_1
images/team3_cup_005.jpg,tableware_mug,color:blue;material:glass;pattern:textured,a new blue textured ceramic cup with handle,train,team3_cup_04_1
images/team3_cup_006.jpg,tableware_mug,color:blue;material:glass;pattern:textured,a new blue textured ceramic cup with handle,train,team3_cup_04_2
images/team3_cup_007.jpg,tableware_mug,color:blue;material:glass;pattern:textured,a new blue textured ceramic cup with handle,train,team3_cup_04_3
images/team3_cup_008.jpg,tableware_mug,color:blue;material:glass;pattern:textured,a new blue textured ceramic cup with handle,train,team3_cup_04_4
images/team3_cup_009.jpg,tableware_mug,color:brown;material:glass;pattern:textured,a new brown textured ceramic cup with handle,train,team3_cup_05_1
images/team3_cup_010.jpg,tableware_mug,color:brown;material:glass;pattern:textured,a new brown textured ceramic cup with handle,train,team3_cup_05_2
images/team3_cup_011.jpg,tableware_mug,color:brown;material:glass;pattern:textured,a new brown textured ceramic cup with handle,train,team3_cup_05_3
images/team3_cup_012.jpg,tableware_mug,color:brown;material:glass;pattern:textured,a new brown textured ceramic cup with handle,val,team3_cup_05_4
images/team3_cup_013.jpg,tableware_mug,color:unknown;material:glass;pattern:unknown,a new yellow plain ceramic cup with handle,train,team3_cup_06_1
images/team3_cup_014.jpg,tableware_mug,color:unknown;material:glass;pattern:unknown,a new yellow plain ceramic cup with handle,train,team3_cup_07_1
images/team3_cup_015.jpg,tableware_mug,color:white;material:glass;pattern:textured,a new white patterned ceramic cup with handle,train,team3_cup_08_1
images/team3_cup_016.jpg,tableware_mug,color:white;material:glass;pattern:textured,a new white patterned ceramic cup with handle,train,team3_cup_08_2
images/team3_cup_017.jpg,tableware_mug,color:unknown;material:glass;pattern:unknown,a used orange plain ceramic cup with handle,train,team3_cup_09_1
images/team3_cup_018.jpg,tableware_mug,color:unknown;material:glass;pattern:unknown,a used orange plain ceramic cup with handle,train,team3_cup_09_2
images/team3_cup_019.jpg,tableware_mug,color:unknown;material:glass;pattern:unknown,a used orange plain ceramic cup with handle,train,team3_cup_09_3
images/team3_cup_020.jpg,tableware_mug,color:unknown;material:glass;pattern:unknown,a used orange plain ceramic cup with handle,train,team3_cup_09_4
images/team3_cup_021.jpg,tableware_mug,color:unknown;material:glass;pattern:unknown,a used orange plain ceramic cup with handle,train,team3_cup_09_5
images/team3_cup_022.jpg,tableware_mug,color:white;material:glass;pattern:textured,a used white patterned ceramic cup with handle,train,team3_cup_10_1
images/team3_cup_023.jpg,tableware_mug,color:white;material:glass;pattern:textured,a used white patterned ceramic cup with handle,train,team3_cup_10_2
images/team3_cup_024.jpg,tableware_mug,color:white;material:glass;pattern:textured,a used white patterned ceramic cup with handle,train,team3_cup_10_3
images/team3_cup_025.jpg,tableware_mug,color:white;material:glass;pattern:textured,a used white patterned ceramic cup with handle,val,team3_cup_10_4
images/team3_cup_026.jpg,tableware_mug,color:white;material:glass;pattern:textured,a used white patterned ceramic cup with handle,val,team3_cup_10_5
images/team3_cup_027.jpg,tableware_mug,color:white;material:glass;pattern:textured,a used white patterned ceramic cup with handle,train,team3_cup_11_1
images/team3_cup_028.jpg,tableware_mug,color:white;material:glass;pattern:textured,a used white patterned ceramic cup with handle,train,team3_cup_11_2
images/team3_cup_029.jpg,tableware_mug,color:white;material:glass;pattern:textured,a used white patterned ceramic cup with handle,val,team3_cup_11_3
images/team3_cup_030.jpg,tableware_mug,color:white;material:glass;pattern:textured,a used white patterned ceramic cup with handle,train,team3_cup_11_4
images/team3_cup_031.jpg,tableware_mug,color:white;material:glass;pattern:textured,an old white patterned ceramic cup with handle,val,team3_cup_12_1
images/team3_cup_032.jpg,tableware_mug,color:white;material:glass;pattern:textured,an old white patterned ceramic cup with handle,train,team3_cup_12_2
images/team3_cup_033.jpg,tableware_mug,color:white;material:glass;pattern:textured,a used white patterned ceramic cup with handle,train,team3_cup_11_5
images/team3_cup_034.jpg,tableware_mug,color:white;material:glass;pattern:textured,an old white patterned ceramic cup with handle,train,team3_cup_12_3
images/team3_cup_035.jpg,tableware_mug,color:white;material:glass;pattern:textured,an old white patterned ceramic cup with handle,train,team3_cup_12_4
images/team3_cup_036.jpg,tableware_mug,color:white;material:glass;pattern:textured,an old white patterned ceramic cup with handle,val,team3_cup_12_5
images/team3_cup_037.jpg,tableware_mug,color:white;material:glass;pattern:textured,an old white patterned ceramic cup with handle,train,team3_cup_13_1
images/team3_cup_038.jpg,tableware_mug,color:white;material:glass;pattern:textured,an old white patterned ceramic cup with handle,train,team3_cup_13_2
images/team3_cup_039.jpg,tableware_mug,color:white;material:glass;pattern:textured,an old white patterned ceramic cup with handle,train,team3_cup_13_3
images/team3_cup_040.jpg,tableware_mug,color:white;material:glass;pattern:textured,an old white patterned ceramic cup with handle,train,team3_cup_13_4
images/team3_cup_041.jpg,tableware_mug,color:white;material:glass;pattern:textured,an old white patterned ceramic cup with handle,train,team3_cup_13_5
images/team3_cup_042.jpg,tableware_mug,color:white;material:glass;pattern:unknown,a used white plain ceramic cup with handle,train,team3_cup_14_1
images/team3_cup_043.jpg,tableware_mug,color:white;material:glass;pattern:unknown,a used white plain ceramic cup with handle,val,team3_cup_14_2
images/team3_cup_044.jpg,tableware_mug,color:white;material:glass;pattern:unknown,a used white plain ceramic cup with handle,val,team3_cup_14_3
images/team3_cup_045.jpg,tableware_mug,color:white;material:glass;pattern:unknown,a used white plain ceramic cup with handle,train,team3_cup_14_4
images/team3_cup_046.jpg,tableware_mug,color:white;material:glass;pattern:unknown,a used white plain ceramic cup with handle,train,team3_cup_14_5
images/team3_cup_047.jpg,tableware_mug,color:blue;material:glass;pattern:unknown,a used blue plain ceramic cup with handle,val,team3_cup_15_1
images/team3_cup_048.jpg,tableware_mug,color:blue;material:glass;pattern:textured,a used blue textured ceramic cup with handle,train,team3_cup_16_1
images/team3_cup_049.jpg,tableware_mug,color:blue;material:glass;pattern:textured,a new blue textured ceramic cup with handle,val,team3_cup_17_1
images/team3_cup_050.jpg,tableware_mug,color:blue;material:glass;pattern:textured,a new blue textured ceramic cup with handle,train,team3_cup_17_2
images/team3_cup_051.jpg,tableware_mug,color:blue;material:glass;pattern:textured,a new blue textured ceramic cup with handle,train,team3_cup_17_3
images/team3_cup_052.jpg,tableware_mug,color:unknown;material:glass;pattern:textured,a new yellow textured ceramic cup with handle,train,team3_cup_18_1
images/team3_cup_053.jpg,tableware_mug,color:unknown;material:glass;pattern:textured,a new yellow textured ceramic cup with handle,train,team3_cup_18_2
images/team3_cup_054.jpg,tableware_mug,color:unknown;material:glass;pattern:textured,a new yellow textured ceramic cup with handle,val,team3_cup_18_3
images/team3_cup_055.jpg,tableware_mug,color:green;material:glass;pattern:unknown,a new green plain ceramic cup with handle,val,team3_cup_19_1
images/team3_cup_056.jpg,tableware_mug,color:green;material:glass;pattern:unknown,a new green plain ceramic cup with handle,val,team3_cup_19_2
images/team3_cup_057.jpg,tableware_mug,color:blue;material:glass;pattern:unknown,a new blue plain ceramic cup with handle,val,team3_cup_20_1
images/team3_cup_058.jpg,tableware_mug,color:blue;material:glass;pattern:unknown,a new blue plain ceramic cup with handle,train,team3_cup_20_2
images/team3_cup_059.jpg,tableware_mug,color:black;material:glass;pattern:unknown,a new black plain ceramic cup with handle,train,team3_cup_21_1
images/team3_cup_060.jpg,tableware_mug,color:black;material:glass;pattern:unknown,a new black plain ceramic cup with handle,train,team3_cup_21_2
images/team9_calculator_01_a.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a blue plastic calculator on a cracked white surface.,val,team9_calculator_01_1
images/team9_calculator_01_b.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a dark plastic calculator with colorful buttons.,train,team9_calculator_01_2
images/team9_calculator_01_c.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,the back of a dark blue plastic calculator.,val,team9_calculator_01_3
images/team9_calculator_01_d.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a dark gray plastic calculator with its case.,train,team9_calculator_01_4
images/team9_calculator_01_e.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a dark gray plastic calculator on a white notebook.,train,team9_calculator_01_5
images/team9_calculator_02_a.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,the bottom of a dark gray plastic calculator.,val,team9_calculator_02_1
images/team9_calculator_02_b.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a black plastic calculator with blue buttons.,train,team9_calculator_02_2
images/team9_calculator_02_c.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a black plastic calculator with colorful buttons.,train,team9_calculator_02_3
images/team9_calculator_02_d.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a black plastic calculator on a white notebook.,train,team9_calculator_02_4
images/team9_calculator_03_a.jpg,stationery_calculator,color:unknown;material:plastic;pattern:unknown,a cream-colored plastic calculator with pastel buttons.,train,team9_calculator_03_1
images/team9_calculator_03_b.jpg,stationery_calculator,color:unknown;material:plastic;pattern:unknown,a white plastic calculator with colorful pastel buttons.,val,team9_calculator_03_2
images/team9_calculator_03_c.jpg,stationery_calculator,color:unknown;material:plastic;pattern:unknown,a white plastic calculator with pastel buttons and an orange bottom.,val,team9_calculator_03_3
images/team9_calculator_03_d.jpg,stationery_calculator,color:unknown;material:plastic;pattern:unknown,a white plastic calculator with pastel buttons.,train,team9_calculator_03_4
images/team9_calculator_04_a.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a black plastic calculator with a clear screen.,train,team9_calculator_04_1
images/team9_calculator_04_b.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a black plastic calculator and its case.,train,team9_calculator_04_2
images/team9_calculator_04_c.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,"a black plastic calculator, tilted to the side.",train,team9_calculator_04_3
images/team9_calculator_04_d.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,the back of a dark gray plastic calculator case.,train,team9_calculator_04_4
images/team9_calculator_04_e.jpg,stationery_calculator,color:black;material:plastic;pattern:unknown,a dark gray plastic calculator with a green screen.,train,team9_calculator_04_5
images/team9_calculator_05_a.jpg,stationery_calculator,color:white;material:plastic;pattern:unknown,a gray plastic device with blue buttons.,train,team9_calculator_05_1
images/team9_calculator_05_b.jpg,stationery_calculator,color:white;material:plastic;pattern:unknown,a silver-gray plastic calculator with blue and orange buttons.,train,team9_calculator_05_2
images/team9_calculator_05_c.jpg,stationery_calculator,color:white;material:plastic;pattern:unknown,a gray plastic calculator with colorful buttons.,train,team9_calculator_05_3
images/team9_calculator_05_d.jpg,stationery_calculator,color:white;material:plastic;pattern:unknown,a light gray plastic calculator with colorful buttons.,val,team9_calculator_05_4
images/team9_calculator_05_e.jpg,stationery_calculator,color:white;material:plastic;pattern:unknown,a gray plastic calculator with colorful buttons.,train,team9_calculator_05_5
images/team9_calculator_06_a.jpg,stationery_calculator,color:white;material:plastic;pattern:unknown,a small black and white plastic calculator.,train,team9_calculator_06_1
